S/N,Date,Tweet
310,28-11-2023,This record will be too sweet !!! I can imagine ! The disrespect go too blooody !!!!!
311,28-11-2023,Which Lagos ?? We got Abuja asaba PH Dubai Cotonou Guinea Equatorial Guinea Ghana …. U get work …
312,27-11-2023,"One strong  year in office !! Proud of you Excellency … 
@AAdeleke_01
 We love you"
313,25-11-2023,Lmao … by fire by force we had to blow
314,25-11-2023,Speak when necessary. The words carry more value then.
315,24-11-2023,"My advice to all aspiring creatives / artists: BE ORIGINAL!⁣
⁣
Standing out from the pack is always better than fitting in ⏳"
316,22-11-2023,"Bepanda Stadium, Douala, November 24th 2023.
 Cameroon 🇨🇲"
317,21-11-2023,"Performed on the Tonight Show last night and we made them FEEL It ⏳

thanks for having me 
@FallonTonight"
318,21-11-2023,BIG 31 …. 🎉🐐🌎🏆⏳ Grateful to God
319,20-11-2023,"A.W.A.Y. FESTIVAL WAS TIMELESS! ⁣⁣⁣
⁣⁣⁣
We did it. We sold out State Farm Arena and brought AFRICA to ATLANTA! ⁣⁣⁣
⁣
This weekend was everything we could have dreamed of and more. Thank you to everyone who came and brought that ENERGY. ⁣⁣⁣
⁣⁣⁣
We’ll be back REAL SOON! ⁣⁣⁣
⁣⁣⁣
OBO BADDEST ⏳"
320,20-11-2023,"Tonight 
@FallonTonight"
321,19-11-2023,Thank you Atlanta. Thank you State Farm ❤️🤞🏾
